title,theme
Digital Design and Computer Architecture: ARM Edition,IoT&Hardware
The Definitive Guide to ARM짰 Cortex짰-M3 and Cortex짰-M4 Processors,IoT&Hardware
"Raspberry Pi: A Comprehensive Beginner's Guide to Setup, Programming(Concepts and techniques) and Developing Cool Raspberry Pi Projects",IoT&Hardware
Computer Organization and Design ARM Edition: The Hardware Software Interface (The Morgan Kaufmann Series in Computer Architecture and Design),IoT&Hardware
Embedded Systems with ARM Cortex-M Microcontrollers in Assembly Language and C: Third Edition,IoT&Hardware
MIPS Assembly Language Programming,IoT&Hardware
Efficient Processing of Deep Neural Networks (Synthesis Lectures on Computer Architecture),IoT&Hardware
"Digital Signal Processing, 4/e",IoT&Hardware
High Speed Digital Design: A Handbook of Black Magic,IoT&Hardware
Industrial Automated Systems: Instrumentation and Motion Control,IoT&Hardware
Microsoft Teams for Education: 2020 Beginner?셲 Guide to Mastering Office 365 Microsoft Teams for Online Learning and Online Meetings,IoT&Hardware
"Mastering Kali Linux for Advanced Penetration Testing: Secure your network with Kali Linux 2019.1 ??the ultimate white hat hackers' toolkit, 3rd Edition",IoT&Hardware
How to Use and Upgrade to GM Gen III LS-Series Powertrain Control Systems,IoT&Hardware
"Access Control, Authentication, and Public Key Infrastructure: Print Bundle (Jones & Bartlett Learning Information Systems Security)",IoT&Hardware
Digital Design and Computer Architecture,IoT&Hardware
"Microsoft Word In 30 Minutes (Second Edition): Make a bigger impact with your documents and master the writing, formatting, and collaboration tools in Word 2019 and Word Online",IoT&Hardware
"Burn Your Portfolio: Stuff They Don't Teach You in Design School, But Should (Voices That Matter)",IoT&Hardware
Designing Audio Effect Plugins in C++,IoT&Hardware
The AVR Microcontroller and Embedded Systems Using Assembly and C: Using Arduino Uno and Atmel Studio,IoT&Hardware
"Learning RSLogix 5000 Programming: Build robust PLC solutions with ControlLogix, CompactLogix, and Studio 5000/RSLogix 5000, 2nd Edition",IoT&Hardware
Embedded Systems Fundamentals with ARM Cortex-M based Microcontrollers: A Practical Approach,IoT&Hardware
Security Engineering: A Guide to Building Dependable Distributed Systems,IoT&Hardware
Color Management & Quality Output: Working with Color from Camera to Display to Print (The Digital Imaging Masters Series),IoT&Hardware
"Low-Level Programming: C, Assembly, and Program Execution on Intel짰 64 Architecture",IoT&Hardware
Hacking Exposed Industrial Control Systems: ICS and SCADA Security Secrets & Solutions,IoT&Hardware
1st grade Math workbook: CommonCore Math Workbook,IoT&Hardware
"Introduction to Logic Design, 3rd Edition",IoT&Hardware
Practical Monitoring: Effective Strategies for the Real World,IoT&Hardware
"Industrial Network Security: Securing Critical Infrastructure Networks for Smart Grid, SCADA, and Other Industrial Control Systems",IoT&Hardware
"20 Easy Raspberry Pi Projects: Toys, Tools, Gadgets, and More!",IoT&Hardware
"Schaums Outline of Digital Signal Processing, 2nd Edition (Schaum's Outlines)",IoT&Hardware
Operating Systems Foundations with Linux on the Raspberry Pi: Textbook,IoT&Hardware
Programming Language Pragmatics,IoT&Hardware
The Manga Guide to Microprocessors,IoT&Hardware
Learning Computer Architecture with Raspberry Pi,IoT&Hardware
A Wavelet Tour of Signal Processing: The Sparse Way,IoT&Hardware
Principles of Computer System Design: An Introduction,IoT&Hardware
Programming Massively Parallel Processors: A Hands-on Approach,IoT&Hardware
Specifying Systems: The TLA+ Language and Tools for Hardware and Software Engineers,IoT&Hardware
Foundations of Deterministic and Stochastic Control (Systems & Control: Foundations & Applications),IoT&Hardware
Raspberry Pi User Guide,IoT&Hardware
"Embedded Systems Architecture: Explore architectural concepts, pragmatic design patterns, and best practices to produce robust systems",IoT&Hardware
Better Embedded System Software,IoT&Hardware
Arduino Project Handbook: 25 Practical Projects to Get You Started,IoT&Hardware
Natural Language Processing with Spark NLP: Learning to Understand Text at Scale,IoT&Hardware
Computer Repair with Diagnostic Flowcharts Third Edition: Troubleshooting PC Hardware Problems from Boot Failure to Poor Performance,IoT&Hardware
CRISC Certified in Risk and Information Systems Control All-in-One Exam Guide,IoT&Hardware
"Halloween Activity Book VOL.1: Coloring, Matching, Hidden Pictures, Dot To Dot, How To Draw, Hallowen Masks (Halloween Childrens Books New Version)",IoT&Hardware
FPGA Prototyping by SystemVerilog Examples: Xilinx MicroBlaze MCS SoC Edition,IoT&Hardware
"The Datacenter as a Computer: Designing Warehouse-Scale Machines, Third Edition (Synthesis Lectures on Computer Architecture)",IoT&Hardware
"Arduino: A Technical Reference: A Handbook for Technicians, Engineers, and Makers (In a Nutshell)",IoT&Hardware
"Raspberry Pi: An Advanced Guide to Setup, Expert Programming(Concepts, theories and techniques) and Build Raspberry Pi Projects",IoT&Hardware
Introduction to Logic Circuits & Logic Design with Verilog,IoT&Hardware
"Design and Implementation of the FreeBSD Operating System, The",IoT&Hardware
"Embedded Systems: Introduction to Arm짰 Cortex??M Microcontrollers , Fifth Edition (Volume 1)",IoT&Hardware
ARDUINO: 3 in 1: Beginners Guide + Simple and Effective Strategies + Advance Methods and Strategies To Learn Arduino,IoT&Hardware
The Official BBC micro:bit User Guide,IoT&Hardware
"Mastering Embedded Linux Programming: Unleash the full potential of Embedded Linux with Linux 4.9 and Yocto Project 2.2 (Morty) Updates, 2nd Edition",IoT&Hardware
Think DSP: Digital Signal Processing in Python,IoT&Hardware
Embedded Linux Systems with the Yocto Project (Pearson Open Source Software Development Series),IoT&Hardware
"Raspberry Pi 4 Ultimate Guide: From Beginner to Pro: Everything You Need to Know: Setup, Programming Theory, Techniques, and Awesome Ideas to Build Your Own Projects (Raspberry Master Series Book 1)",IoT&Hardware
The Definitive Guide to ARM Cortex -M0 and Cortex-M0+ Processors,IoT&Hardware
"Classical and Modern Controls with Microcontrollers: Design, Implementation and Applications (Advances in Industrial Control)",IoT&Hardware
"Logic and Computer Design Fundamentals, Global Edition",IoT&Hardware
Modern Processor Design: Fundamentals of Superscalar Processors,IoT&Hardware
The Microchip Revolution: A brief history,IoT&Hardware
"Getting Started with Adafruit Circuit Playground Express: The Multipurpose Learning and Development Board with Built-In LEDs, Sensors, and Accelerometer",IoT&Hardware
"ROS Robotics Projects: Build and control robots powered by the Robot Operating System, machine learning, and virtual reality, 2nd Edition",IoT&Hardware
"The Designer's Guide to VHDL, Third Edition (Systems on Silicon) (Volume 3)",IoT&Hardware
STM32 Arm Programming for Embedded Systems,IoT&Hardware
Real World Instrumentation with Python: Automated Data Acquisition and Control Systems,IoT&Hardware
DSP First (2-downloads),IoT&Hardware
Embedded Software for the IoT,IoT&Hardware
"Introduction to Embedded Systems, Second Edition: A Cyber-Physical Systems Approach (The MIT Press)",IoT&Hardware
The STM32F103 Arm Microcontroller and Embedded Systems: Using Assembly and C,IoT&Hardware
"Nonlinear Dynamical Systems with Self-Excited and Hidden Attractors (Studies in Systems, Decision and Control (133))",IoT&Hardware
"Kids Summer Academy by ArgoPrep - Grades 6-7: 12 Weeks of Math, Reading, Science, Logic, Fitness and Yoga | Online Access Included | Prevent Summer Learning Loss",IoT&Hardware
Computer System Architecture,IoT&Hardware
Computer Architecture: A Quantitative Approach,IoT&Hardware
Cryptography Arithmetic: Algorithms and Hardware Architectures (Advances in Information Security (77)),IoT&Hardware
Linux Device Drivers Development: Develop customized drivers for embedded Linux,IoT&Hardware
The Science and Art of Using Telescopes (Lecture Notes in Computer Science),IoT&Hardware
Real-Time C++: Efficient Object-Oriented and Template Microcontroller Programming,IoT&Hardware
MSP430 Microcontroller Basics,IoT&Hardware
MacBook Air 2020 Essentials: The Ultimate Guide to Everything You Need to Know About the MacBook Air 2020,IoT&Hardware
"Embedded Software Development for Safety-Critical Systems, Second Edition",IoT&Hardware
"The Architecture of Computer Hardware, Systems Software, and Networking: An Information Technology Approach",IoT&Hardware
Designing Embedded Hardware: Create New Computers and Devices,IoT&Hardware
Mechatronics: Electronic Control Systems in Mechanical and Electrical Engineering,IoT&Hardware
Inside the Machine: An Illustrated Introduction to Microprocessors and Computer Architecture,IoT&Hardware
MacBook Air (2020 Model) User Guide: Complete User Manual for Beginners and Seniors to Master Your New Macbook Air 2020 and Tips & Tricks to Operate macOS Catalina,IoT&Hardware
Computer Architecture Tutorial Using an FPGA: ARM & Verilog Introductions,IoT&Hardware
Amiga Machine Language,IoT&Hardware
"System Dynamics: Modeling, Simulation, and Control of Mechatronic Systems",IoT&Hardware
Learning RSLogix 5000 Programming: Building PLC solutions with Rockwell Automation and RSLogix 5000,IoT&Hardware
"Imaging and Sensing for Unmanned Aircraft Systems: Control and Performance (Control, Robotics and Sensors)",IoT&Hardware
Post-Silicon Validation and Debug,IoT&Hardware
Feedback Systems: An Introduction for Scientists and Engineers,IoT&Hardware
Signals and Systems using MATLAB,IoT&Hardware
"Advanced Chip Design, Practical Examples in Verilog",IoT&Hardware
Embedded Systems: Real-Time Operating Systems for Arm Cortex M Microcontrollers,IoT&Hardware
Raspberry Pi IoT In C,IoT&Hardware
Internet of Things with Arduino Cookbook,IoT&Hardware
"The Maker's Guide to the Zombie Apocalypse: Defend Your Base with Simple Circuits, Arduino, and Raspberry Pi",IoT&Hardware
Operational Amplifiers: Theory and Design,IoT&Hardware
ARM 64-Bit Assembly Language,IoT&Hardware
"The gm/ID Methodology, a sizing tool for low-voltage analog CMOS Circuits: The semi-empirical and compact model approaches (Analog Circuits and Signal Processing)",IoT&Hardware
"Computer Organization & Design, the Hardware / Software Interface, Second Edition",IoT&Hardware
IoT Penetration Testing Cookbook: Identify vulnerabilities and secure your smart devices,IoT&Hardware
"Modeling, Analysis and Optimization of Network-on-Chip Communication Architectures (Lecture Notes in Electrical Engineering (184))",IoT&Hardware
"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition",IoT&Hardware
A Practical Introduction to Hardware/Software Codesign,IoT&Hardware
Real-Time Embedded Systems: Design Principles and Engineering Practices,IoT&Hardware
The AVR microcontroller and Embedded systems: Using Assembly and C,IoT&Hardware
2 IN 1 COMPUTER PROGRAMMING : Rasberry Pi Master Series: Beginners Guide + Projects Workbook ( Rasberry Pi 4 Updated 2020),IoT&Hardware
Digital Signal Processing Using MATLAB: A Problem Solving Companion (Activate Learning with these NEW titles from Engineering!),IoT&Hardware
Digital Signal Processing with Field Programmable Gate Arrays (Signals and Communication Technology),IoT&Hardware
FPGA Prototyping by Verilog Examples: Xilinx Spartan-3 Version,IoT&Hardware
IPv6 Address Planning: Designing an Address Plan for the Future,IoT&Hardware
Fundamentals of Digital Signal Processing,IoT&Hardware
Distributed Computing: Principles and Applications,IoT&Hardware
Handbook of Signal Processing Systems,IoT&Hardware
"Signal Processing for Multistatic Radar Systems: Adaptive Waveform Selection, Optimal Geometries and Pseudolinear Tracking Algorithms",IoT&Hardware
Embedded System Design: Introduction to SoC System Architecture,IoT&Hardware
Advanced Antenna Systems for 5G Network Deployments: Bridging the Gap Between Theory and Practice,IoT&Hardware
The Art of Timing Closure: Advanced ASIC Design Implementation,IoT&Hardware
Digital Signal Processing: A Practical Guide for Engineers and Scientists,IoT&Hardware
Principles of Cyber-Physical Systems (The MIT Press),IoT&Hardware
Classic AmigaOS Programming: An introduction,IoT&Hardware
"Multidimensional Signal, Image, and Video Processing and Coding",IoT&Hardware
Fundamentals of Digital Logic with VHDL Design with CD-ROM,IoT&Hardware
Building Smart Drones with ESP8266 and Arduino: Build exciting drones by leveraging the capabilities of Arduino and ESP8266,IoT&Hardware
Formal Verification: An Essential Toolkit for Modern VLSI Design,IoT&Hardware
Learning FPGAs: Digital Design for Beginners with Mojo and Lucid HDL,IoT&Hardware
Arduino Projects For Dummies,IoT&Hardware
Systems Architecture,IoT&Hardware
Computational Complexity,IoT&Hardware
"Serial Port Complete: COM Ports, USB Virtual COM Ports, and Ports for Embedded Systems (Complete Guides series)",IoT&Hardware
SVA: The Power of Assertions in SystemVerilog,IoT&Hardware
"Modelling Control Systems Using IEC 61499: Applying function blocks to distributed systems (Control, Robotics and Sensors)",IoT&Hardware
The Designer's Guide to the Cortex-M Processor Family,IoT&Hardware
The Zynq Book: Embedded Processing with the Arm Cortex-A9 on the Xilinx Zynq-7000 All Programmable Soc,IoT&Hardware
Silicon Photonics: Fueling the Next Information Revolution,IoT&Hardware
The Firmware Handbook (Embedded Technology),IoT&Hardware
"Quantum Computing: Program Next-Gen Computers for Hard, Real-World Applications",IoT&Hardware
Introduction to Embedded Systems,IoT&Hardware
Makers of the Microchip: A Documentary History of Fairchild Semiconductor (The MIT Press),IoT&Hardware
Design Recipes for FPGAs: Using Verilog and VHDL,IoT&Hardware
Virtual Machines: Versatile Platforms for Systems and Processes (The Morgan Kaufmann Series in Computer Architecture and Design),IoT&Hardware
Exact Design of Digital Microfluidic Biochips,IoT&Hardware
Designing Distributed Control Systems: A Pattern Language Approach (Wiley Software Patterns Series),IoT&Hardware
The 8086 Book,IoT&Hardware
Mitsubishi FX Programmable Logic Controllers: Applications and Programming,IoT&Hardware
Fire Stick: 2020 Beginners User Guide to Get the Most out of Your Fire Stick with Alexa Voice Remote. 45 Tips &Tricks included .,IoT&Hardware
Design Technologies for Green and Sustainable Computing Systems,IoT&Hardware
"Quick Boot: A Guide for Embedded Firmware Developers, Second Edition",IoT&Hardware
Embedded Systems: Real-Time Interfacing to Arm Cortex-M Microcontrollers,IoT&Hardware
"Morphological Image Operators: Morphological Image Operators (Volume 216) (Advances in Imaging and Electron Physics, Volume 216)",IoT&Hardware
Digital Control of Dynamic Systems (3rd Edition),IoT&Hardware
BGP Design and Implementation,IoT&Hardware
"Adaptation in Natural and Artificial Systems: An Introductory Analysis with Applications to Biology, Control, and Artificial Intelligence",IoT&Hardware
Fast and Effective Embedded Systems Design: Applying the ARM mbed,IoT&Hardware
Digital Signal Processing: Fundamentals and Applications,IoT&Hardware
AMAZON KINDLE FIRE 7 (2019) USER GUIDE: The Complete User Manual for Beginners and Pro to Master the All-New Kindle Fire Tablet 7 with Tips & Tricks for ... Skills (Kindle Device Tips & Setup Book 2),IoT&Hardware
Mobile Design Pattern Gallery: UI Patterns for Smartphone Apps,IoT&Hardware
Digital Control System Analysis & Design (2-downloads),IoT&Hardware
"System Verilog Assertions and Functional Coverage: Guide to Language, Methodology and Applications",IoT&Hardware
Multicore DSP: From Algorithms to Real-time Implementation on the TMS320C66x SoC,IoT&Hardware
Embedded Systems: A Contemporary Design Tool,IoT&Hardware
"Z80 Microprocessor Architecture, Interfacing, Programming and Design [HB]-3/e",IoT&Hardware
Embedded Programming with Modern C++ Cookbook: Practical recipes to help you build robust and secure embedded applications on Linux,IoT&Hardware
Learning Embedded Systems with MSP432 microcontrollers: MSP432P401R with Code Composer Studio,IoT&Hardware
Real-time Operating Systems Book 1: The Theory (The engineering of real-time embedded systems),IoT&Hardware
PCI Express System Architecture,IoT&Hardware
Google Pixel 4 /Pixel 4XL User Guide for the Elderly: A Newbie to Expert Guide to Master Your New Google Pixel 4/Pixel 4 XL in 4 Hours for Elderly People,IoT&Hardware
"Using Matlab, Simulink and Control System Tool Box: A Practical Approach",IoT&Hardware
Digital Computer Electronics,IoT&Hardware
Statistical Digital Signal Processing and Modeling,IoT&Hardware
Cooperative Control of Multi-Agent Systems: Theory and Applications,IoT&Hardware
Samsung Galaxy Note 10/Note 10 Plus for Elderly People: The Ultimate Guide to Help You Master Things You Might Not Know You Can Do with the Galaxy Note 10 and Note 10 Plus (Tech For Senior Citizens),IoT&Hardware
Embedded Computing and Mechatronics with the PIC32 Microcontroller,IoT&Hardware
Designing with Xilinx짰 FPGAs: Using Vivado,IoT&Hardware
Enterprise Patterns and MDA: Building Better Software with Archetype Patterns and UML,IoT&Hardware
Penetration Testing with Raspberry Pi - Second Edition,IoT&Hardware
MATLAB Tutorial Update to Version 6 to accompany Control Systems Engineering,IoT&Hardware
CRISC Certified in Risk and Information System Control Exam Review Questions and Dumps: Exam Study Guide for Isaca CRISC Exam Prep Updated 2020,IoT&Hardware
CMOS Circuits for Biological Sensing and Processing,IoT&Hardware
Fuzzy And Neural Approaches in Engineering,IoT&Hardware
High-Performance Computing Using FPGAs,IoT&Hardware
System-on-a-Chip Verification: Methodology and Techniques,IoT&Hardware
Hardware/Firmware Interface Design: Best Practices for Improving Embedded Systems Development,IoT&Hardware
Design Patterns for Embedded Systems in C: An Embedded Software Engineering Toolkit,IoT&Hardware
Developing Drivers with the Windows Driver Foundation (Developer Reference),IoT&Hardware
"Internet of Things for Architects: Architecting IoT solutions by implementing sensors, communication infrastructure, edge computing, analytics, and security",IoT&Hardware
Embedded Linux Primer: A Practical Real-World Approach (Pearson Open Source Software Development Series),IoT&Hardware
Principles of Secure Processor Architecture Design (Synthesis Lectures on Computer Architecture),IoT&Hardware
Digital Systems Design Using VHDL (Activate Learning with these NEW titles from Engineering!),IoT&Hardware
Digital Signal Processing in Power System Protection and Control (Signals and Communication Technology),IoT&Hardware
Processor Microarchitecture: An Implementation Perspective (Synthesis Lectures on Computer Architecture),IoT&Hardware
Fundamentals of Software Integration,IoT&Hardware
Design at Work: Cooperative Design of Computer Systems,IoT&Hardware
Design of High-Performance Microprocessor Circuits,IoT&Hardware
Programming Arduino with LabVIEW,IoT&Hardware
Feedback Control in Systems Biology,IoT&Hardware
Digital Signal Processing,IoT&Hardware
Embedded System Design: A Unified Hardware/Software Introduction,IoT&Hardware
A Primer on Hardware Prefetching (Synthesis Lectures on Computer Architecture),IoT&Hardware
GIS Tutorial 3: Advanced Workbook (GIS Tutorials),IoT&Hardware
ESP8266 Home Automation Projects: Leverage the power of this tiny WiFi chip to build exciting smart home projects,IoT&Hardware
"Learning Analytics: Fundaments, Applications, and Trends: A View of the Current State of the Art to Enhance e-Learning (Studies in Systems, Decision and Control (94))",IoT&Hardware
FPGA Prototyping by VHDL Examples: Xilinx MicroBlaze MCS SoC,IoT&Hardware
FPGAs for Software Programmers,IoT&Hardware
"SystemVerilog Assertions and Functional Coverage: Guide to Language, Methodology and Applications",IoT&Hardware
Raspberry Pi: Project Ideas Book: Discover a New World of Possibilities to Build and Develop Original Projects & Programs (Step-By-Step Updated Guide) (Raspberry Master Series Book 2),IoT&Hardware
Digital Logic Circuit Analysis and Design,IoT&Hardware
Principles and Practices of Interconnection Networks (The Morgan Kaufmann Series in Computer Architecture and Design),IoT&Hardware
Basic Proof Theory 2ed (Cambridge Tracts in Theoretical Computer Science),IoT&Hardware
Project Management of Complex and Embedded Systems: Ensuring Product Integrity and Program Quality,IoT&Hardware
C Programming for the PIC Microcontroller: Demystify Coding with Embedded Programming,IoT&Hardware
Writing Compilers and Interpreters,IoT&Hardware
"Embodied Computing: Wearables, Implantables, Embeddables, Ingestibles (The MIT Press)",IoT&Hardware
Rapid Prototyping of Digital Systems: SOPC Edition,IoT&Hardware
MicroPython Projects: A do-it-yourself guide for embedded developers to build a range of applications using Python,IoT&Hardware
TI Tiva ARM Programming For Embedded Systems: Programming ARM Cortex-M4 TM4C123G with C (Mazidi & Naimi ARM Series Book 2),IoT&Hardware
"Computer-Controlled Systems: Theory and Design, Third Edition (Dover Books on Electrical Engineering)",IoT&Hardware
The Boundary-Scan Handbook,IoT&Hardware
The Zynq Book Tutorials for Zybo and ZedBoard,IoT&Hardware
Logic in Computer Science: Modelling and Reasoning about Systems,IoT&Hardware
ASIC/SoC Functional Design Verification: A Comprehensive Guide to Technologies and Methodologies,IoT&Hardware
"Debugging Embedded and Real-Time Systems: The Art, Science, Technology, and Tools of Real-Time System Debugging",IoT&Hardware
How Computers Work: Processor And Main Memory (Second Edition),IoT&Hardware
Advances in Information and Communication Technologies: Processing and Control in Information and Communication Systems (Lecture Notes in Electrical Engineering (560)),IoT&Hardware
Real-Time Embedded Components and Systems with Linux and RTOS,IoT&Hardware
Programming 32-bit Microcontrollers in C: Exploring the PIC32 (Embedded Technology),IoT&Hardware
TI MSP432 ARM Programming for Embedded Systems (ARM books Book 4),IoT&Hardware
Chef: Powerful Infrastructure Automation,IoT&Hardware
Introduction to Microprocessors with the INTEL 8085,IoT&Hardware
Digital Signal Processing Laboratory Using MATLAB,IoT&Hardware
MOSFET Models for SPICE Simulation: Including BSIM3v3 and BSIM4,IoT&Hardware
Integrated Security Systems Design: A Complete Reference for Building Enterprise-Wide Digital Security Systems,IoT&Hardware
"Programming the 65816: Including the 6502, 65C02, and 65802",IoT&Hardware
"Electronic Music: Systems, Techniques, and Controls",IoT&Hardware
Digital VLSI Systems Design: A Design Manual for Implementation of Projects on FPGAs and ASICs Using Verilog,IoT&Hardware
Distributed Systems: Principles and Paradigms (2nd Edition) by Andrew S. Tanenbaum (Oct 2 2006),IoT&Hardware
Digital Signal Processing Using the ARM Cortex M4,IoT&Hardware
Digital Logic and Microprocessor Design with Interfacing (Activate Learning with these NEW titles from Engineering!),IoT&Hardware
MMIXware: A RISC Computer for the Third Millennium (Lecture Notes in Computer Science (1750)),IoT&Hardware
Analog VLSI and Neural Systems,IoT&Hardware
Programming the Z80,IoT&Hardware
RASPBERRY Pi 4 BEGINNER'S GUIDE: The Complete User Manual For Beginners to Set up Innovative Projects on Raspberry Pi 4 (2020 Edition),IoT&Hardware
Arduino Programming Crash Course For Beginners To Pro: A Step by Step Practical Guide to Arduino Microcontroller Projects,IoT&Hardware
Mission-Critical and Safety-Critical Systems Handbook: Design and Development for Embedded Applications,IoT&Hardware
The Art of Digital Design: An Introduction to Top-Down Design,IoT&Hardware
"Embedded Computing: A VLIW Approach to Architecture, Compilers and Tools",IoT&Hardware
InfiniBand Network Architecture,IoT&Hardware
"Microprocessor Systems Design: 68000 Family Hardware, Software, and Interfacing",IoT&Hardware
GIS Tutorial 1: Basic Workbook,IoT&Hardware
Programming the 80386,IoT&Hardware
Discrete Systems and Digital Signal Processing with MATLAB,IoT&Hardware
"Solved Exercises in Fractional Calculus (Studies in Systems, Decision and Control (240))",IoT&Hardware
"Hdl Chip Design: A Practical Guide for Designing, Synthesizing & Simulating Asics & Fpgas Using Vhdl or Verilog",IoT&Hardware
Digital Retro: The Evolution and Design of the Personal Computer,IoT&Hardware
"Ageing of Integrated Circuits: Causes, Effects and Mitigation Techniques",IoT&Hardware
Computers as Components: Principles of Embedded Computing System Design (The Morgan Kaufmann Series in Computer Architecture and Design),IoT&Hardware
Beyond Software Architecture: Creating and Sustaining Winning Solutions: Creating and Sustaining Winning Solutions,IoT&Hardware
Data Orchestration in Deep Learning Accelerators (Synthesis Lectures on Computer Architecture),IoT&Hardware
Modern Control Systems (12th Edition),IoT&Hardware
Robust Model-Based Fault Diagnosis for Dynamic Systems (The International Series on Asian Studies in Computer and Information Science (3)),IoT&Hardware
The Common Lisp Condition System: Beyond Exception Handling with Control Flow Mechanisms,IoT&Hardware
Embedded Hardware: Know It All (Newnes Know It All),IoT&Hardware
"Jakarta EE Cookbook: Practical recipes for enterprise Java developers to deliver large scale applications with Jakarta EE, 2nd Edition",IoT&Hardware
Arduino Uno Hardware Manual: A Reference and User Guide for the Arduino Uno Hardware and Firmware,IoT&Hardware
Microcomputer Engineering,IoT&Hardware
Practical Electronics (Volume I): 8085 Microprocessor & 8051 Microcontroller Laboratory Manual,IoT&Hardware
Principles of Computer Hardware,IoT&Hardware
Rocket Science for Traders: Digital Signal Processing Applications (Wiley Trading Book 112),IoT&Hardware
Digital Media Processing: DSP Algorithms Using C,IoT&Hardware
"Model-Based Design for Effective Control System Development (Advances in Systems Analysis, Software Engineering, and High Performance Computing)",IoT&Hardware
Real-Time Systems: Design Principles for Distributed Embedded Applications (Real-Time Systems Series),IoT&Hardware
Computer Systems Design and Architecture (2nd Edition),IoT&Hardware
Mathematical Control Theory: Deterministic Finite Dimensional Systems (Texts in Applied Mathematics (6)),IoT&Hardware
Professional Linux Kernel Architecture,IoT&Hardware
GPU Computing Gems Jade Edition (Applications of GPU Computing Series),IoT&Hardware
The Arduino Inventor's Guide: Learn Electronics by Making 10 Awesome Projects,IoT&Hardware
"CMOS IC Layout: Concepts, Methodologies, and Tools",IoT&Hardware
BeagleBone For Dummies,IoT&Hardware
Build Supercomputers with Raspberry Pi 3,IoT&Hardware
Computers For Seniors For Dummies (For Dummies (Computer/Tech)),IoT&Hardware
Patterns of Enterprise Application Architecture,IoT&Hardware
Macs For Seniors For Dummies,IoT&Hardware
The Elements of Computing Systems: Building a Modern Computer from First Principles,IoT&Hardware
"Mike Meyers' CompTIA A+ Certification Passport, Seventh Edition (Exams 220-1001 & 220-1002) (Mike Meyers' Certification Passport)",IoT&Hardware
TinyML: Machine Learning with TensorFlow Lite on Arduino and Ultra-Low-Power Microcontrollers,IoT&Hardware
Raspberry Pi Cookbook: Software and Hardware Problems and Solutions,IoT&Hardware
Apple Watch For Dummies (Apple Watch for Dummies (Computer/Tech)),IoT&Hardware
Beginning Programming All-in-One Desk Reference For Dummies,IoT&Hardware
All-New Fire HD 8 & 10 User Guide - Newbie to Expert in 2 Hours!,IoT&Hardware
"macOS Catalina Introduction Quick Reference Guide (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Guide) Introduction Quick Reference ... Tips & Shortcuts - Laminated Guide)",IoT&Hardware
"Discovering Computers 짤2018: Digital Technology, Data, and Devices",IoT&Hardware
"Pro ASP.NET Core 3 (Develop Cloud-Ready Web Applications Using MVC 3, Blazor, and Razor Pages)",IoT&Hardware
Macs All-in-One For Dummies (For Dummies (Computer/Tech)),IoT&Hardware
iMac For Dummies,IoT&Hardware
Home Computers: 100 Icons that Defined a Digital Generation (The MIT Press),IoT&Hardware
Building Your Own Computer Made Easy: The Step By Step Guide (Computers Made Easy),IoT&Hardware
Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs,IoT&Hardware
CompTIA A+ Complete Deluxe Study Guide: Exam Core 1 220-1001 and Exam Core 2 220-1002,IoT&Hardware
Laptops for Seniors For Dummies,IoT&Hardware
"How Computers Work: The Evolution of Technology, 10th Edition (How It Works)",IoT&Hardware
PCs For Dummies,IoT&Hardware
MacBook Pro Guide: The Ultimate Guide for MacBook Pro & macOS,IoT&Hardware
Essential TypeScript: From Beginner to Pro,IoT&Hardware
Google Apps For Dummies,IoT&Hardware
Samsung Galaxy S10 For Dummies (For Dummies (Computer/Tech)),IoT&Hardware
Zoom Made Easy: Establishing Lasting Connections (Computers Made Easy),IoT&Hardware
"Teach Yourself VISUALLY iPhone 8, iPhone 8 Plus, and iPhone X (Teach Yourself VISUALLY (Tech))",IoT&Hardware
CompTIA A+ Complete Practice Tests: Exam Core 1 220-1001 and Exam Core 2 220-1002,IoT&Hardware
MacBook For Seniors: The senior-focused instruction manual for MacBook Air and MacBook Pro,IoT&Hardware
The American Sign Language Phrase Book with DVD,IoT&Hardware
iMac Guide: The Ultimate Guide to iMac and macOS,IoT&Hardware
iPhone For Dummies,IoT&Hardware
Upgrading and Repairing PCs,IoT&Hardware
MacBook Air Guide: The Ultimate Guide for MacBook Air & macOS,IoT&Hardware
Exploring BeagleBone: Tools and Techniques for Building with Embedded Linux,IoT&Hardware
"APPLE 2020 iPAD PRO USER GUIDE: The Complete Illustrated, Practical Guide to Maximizing Your New 2020 iPad Pro & iPadOS 13.4",IoT&Hardware
"Make Great Art on Your iPad: Draw, Paint & Share",IoT&Hardware
"Mastering Microsoft Teams: End User Guide to Practical Usage, Collaboration, and Governance",IoT&Hardware
Build Your Own PC Do-It-Yourself For Dummies,IoT&Hardware
My Google Chromebook,IoT&Hardware
iPad 8th Generation: A Detailed Guide with Tips and Tricks to Mastering the New Apple iPad 8th Generation Hidden Features and Troubleshooting Common Problems,IoT&Hardware
MacOS Catalina for Seniors: A Ridiculously Simple Guide to Using MacOS 10.15,IoT&Hardware
"iPad 8th Generation User Guide: The Complete Beginner and Senior Manual to Master the New Apple 10.2"" iPad and Tips & Tricks for iPadOS 14",IoT&Hardware
